🟰	heavy equals sign	heavy equals sign heavy_equals_sign symbols	14.0
♾️	infinity	infinity symbols	11.0
‼️	double exclamation mark	double exclamation mark bangbang symbols	0
⁉️	exclamation question mark	exclamation question mark interrobang symbols	3.0
❓	red question mark	red question mark confused symbols	6.0
❔	white question mark	white question mark grey grey_question symbols	6.0
❕	white exclamation mark	white exclamation mark grey grey_exclamation symbols	6.0
❗	red exclamation mark	red exclamation mark heavy heavy_exclamation_mark bang symbols	5.2
〰️	wavy dash	wavy dash wavy_dash symbols	0
💱	currency exchange	currency exchange currency_exchange symbols	6.0
💲	heavy dollar sign	heavy dollar sign heavy_dollar_sign symbols	6.0
⚕️	medical symbol	medical symbol medical_symbol symbols	11.0
♻️	recycling symbol	recycling symbol recycle environment green symbols	3.2
⚜️	fleur-de-lis	fleur de lis fleur_de_lis symbols	4.1
🔱	trident emblem	trident emblem symbols	6.0
📛	name badge	name badge name_badge symbols	6.0
🔰	Japanese symbol for beginner	japanese symbol for beginner symbols	6.0
⭕	hollow red circle	hollow red circle o symbols	5.2
✅	check mark button	check mark button white white_check_mark symbols	6.0
☑️	check box with check	check box with ballot ballot_box_with_check symbols	0
✔️	check mark	check mark heavy heavy_check_mark symbols	0
❌	cross mark	cross mark x symbols	6.0
❎	cross mark button	cross mark button negative squared negative_squared_cross_mark symbols	6.0
➰	curly loop	curly loop curly_loop symbols	6.0
➿	double curly loop	double curly loop symbols	6.0
〽️	part alternation mark	part alternation mark part_alternation_mark symbols	3.2
✳️	eight-spoked asterisk	eight spoked asterisk eight_spoked_asterisk symbols	0
✴️	eight-pointed star	eight pointed star black eight_pointed_black_star symbols	0
❇️	sparkle	sparkle symbols	0
©️	copyright	copyright symbols	0
®️	registered	registered symbols	0
™️	trade mark	trade mark tm trademark symbols	0
#️⃣	keycap: #	keycap: # hash number symbols	0
*️⃣	keycap: *	keycap: * asterisk symbols	0
0️⃣	keycap: 0	keycap: 0 zero symbols	0
1️⃣	keycap: 1	keycap: 1 one symbols	0
2️⃣	keycap: 2	keycap: 2 two symbols	0
3️⃣	keycap: 3	keycap: 3 three symbols	0
4️⃣	keycap: 4	keycap: 4 four symbols	0
5️⃣	keycap: 5	keycap: 5 five symbols	0
6️⃣	keycap: 6	keycap: 6 six symbols	0
7️⃣	keycap: 7	keycap: 7 seven symbols	0
8️⃣	keycap: 8	keycap: 8 eight symbols	0
9️⃣	keycap: 9	keycap: 9 nine symbols	0
🔟	keycap: 10	keycap: 10 keycap ten keycap_ten symbols	6.0
🔠	input latin uppercase	input latin uppercase capital abcd capital_abcd letters symbols	6.0
🔡	input latin lowercase	input latin lowercase abcd symbols	6.0
🔢	input numbers	input numbers 1234 symbols	6.0
🔣	input symbols	input symbols	6.0
🔤	input latin letters	input latin letters abc alphabet symbols	6.0
🅰️	A button (blood type)	a button (blood type) symbols	6.0
🆎	AB button (blood type)	ab button (blood type) symbols	6.0
🅱️	B button (blood type)	b button (blood type) symbols	6.0
🆑	CL button	cl button symbols	6.0
🆒	COOL button	cool button symbols	6.0
🆓	FREE button	free button symbols	6.0
ℹ️	information	information source information_source symbols	3.0
🆔	ID button	id button symbols	6.0
Ⓜ️	circled M	circled m symbols	0
🆕	NEW button	new button fresh symbols	6.0
🆖	NG button	ng button symbols	6.0
🅾️	O button (blood type)	o button (blood type) o2 symbols	6.0
🆗	OK button	ok button yes symbols	6.0
🅿️	P button	p button parking symbols	5.2
🆘	SOS button	sos button help emergency symbols	6.0
🆙	UP! button	up! button up symbols	6.0
🆚	VS button	vs button symbols	6.0
🈁	Japanese “here” button	japanese “here” button koko symbols	6.0
🈂️	Japanese “service charge” button	japanese “service charge” button sa symbols	6.0
🈷️	Japanese “monthly amount” button	japanese “monthly amount” button u6708 symbols	6.0
🈶	Japanese “not free of charge” button	japanese “not free of charge” button u6709 symbols	6.0
🈯	Japanese “reserved” button	japanese “reserved” button u6307 symbols	0
🉐	Japanese “bargain” button	japanese “bargain” button ideograph advantage ideograph_advantage symbols	6.0
🈹	Japanese “discount” button	japanese “discount” button u5272 symbols	6.0
🈚	Japanese “free of charge” button	japanese “free of charge” button u7121 symbols	0
🈲	Japanese “prohibited” button	japanese “prohibited” button u7981 symbols	6.0
🉑	Japanese “acceptable” button	japanese “acceptable” button accept symbols	6.0
🈸	Japanese “application” button	japanese “application” button u7533 symbols	6.0
🈴	Japanese “passing grade” button	japanese “passing grade” button u5408 symbols	6.0
🈳	Japanese “vacancy” button	japanese “vacancy” button u7a7a symbols	6.0
㊗️	Japanese “congratulations” button	japanese “congratulations” button congratulations symbols	0
㊙️	Japanese “secret” button	japanese “secret” button secret symbols	0
🈺	Japanese “open for business” button	japanese “open for business” button u55b6 symbols	6.0
🈵	Japanese “no vacancy” button	japanese “no vacancy” button u6e80 symbols	6.0
🔴	red circle	red circle red_circle symbols	6.0
🟠	orange circle	orange circle orange_circle symbols	12.0
🟡	yellow circle	yellow circle yellow_circle symbols	12.0
🟢	green circle	green circle green_circle symbols	12.0
🔵	blue circle	blue circle large large_blue_circle symbols	6.0
🟣	purple circle	purple circle purple_circle symbols	12.0
🟤	brown circle	brown circle brown_circle symbols	12.0
⚫	black circle	black circle black_circle symbols	4.1
⚪	white circle	white circle white_circle symbols	4.1
🟥	red square	red square red_square symbols	12.0
🟧	orange square	orange square orange_square symbols	12.0
🟨	yellow square	yellow square yellow_square symbols	12.0
🟩	green square	green square green_square symbols	12.0
🟦	blue square	blue square blue_square symbols	12.0
🟪	purple square	purple square purple_square symbols	12.0
🟫	brown square	brown square brown_square symbols	12.0
⬛	black large square	black large square black_large_square symbols	5.1
⬜	white large square	white large square white_large_square symbols	5.1
◼️	black medium square	black medium square black_medium_square symbols	3.2
◻️	white medium square	white medium square white_medium_square symbols	3.2
◾	black medium-small square	black medium small square black_medium_small_square symbols	3.2
◽	white medium-small square	white medium small square white_medium_small_square symbols	3.2
▪️	black small square	black small square black_small_square symbols	0
▫️	white small square	white small square white_small_square symbols	0
🔶	large orange diamond	large orange diamond large_orange_diamond symbols	6.0
🔷	large blue diamond	large blue diamond large_blue_diamond symbols	6.0
🔸	small orange diamond	small orange diamond small_orange_diamond symbols	6.0
🔹	small blue diamond	small blue diamond small_blue_diamond symbols	6.0
🔺	red triangle pointed up	red triangle pointed up small small_red_triangle symbols	6.0
🔻	red triangle pointed down	red triangle pointed down small small_red_triangle_down symbols	6.0
💠	diamond with a dot	diamond with a dot shape inside diamond_shape_with_a_dot_inside symbols	6.0
🔘	radio button	radio button radio_button symbols	6.0
🔳	white square button	white square button white_square_button symbols	6.0
🔲	black square button	black square button black_square_button symbols	6.0
🏁	chequered flag	chequered flag checkered checkered_flag milestone finish flags	6.0
🚩	triangular flag	triangular flag on post triangular_flag_on_post flags	6.0
🎌	crossed flags	crossed flags crossed_flags	6.0
🏴	black flag	black flag black_flag flags	7.0
🏳️	white flag	white flag white_flag flags	7.0
🏳️‍🌈	rainbow flag	rainbow flag rainbow_flag pride flags	6.0
🏳️‍⚧️	transgender flag	transgender flag transgender_flag flags	13.0
🏴‍☠️	pirate flag	pirate flag pirate_flag flags	11.0
🇦🇨	flag: Ascension Island	flag: ascension island ascension_island flags	11.0
🇦🇩	flag: Andorra	flag: andorra flags	6.0
🇦🇪	flag: United Arab Emirates	flag: united arab emirates united_arab_emirates flags	6.0
🇦🇫	flag: Afghanistan	flag: afghanistan flags	6.0
🇦🇬	flag: Antigua & Barbuda	flag: antigua & barbuda antigua_barbuda flags	6.0
🇦🇮	flag: Anguilla	flag: anguilla flags	6.0
🇦🇱	flag: Albania	flag: albania flags	6.0
🇦🇲	flag: Armenia	flag: armenia flags	6.0
🇦🇴	flag: Angola	flag: angola flags	6.0
🇦🇶	flag: Antarctica	flag: antarctica flags	6.0
🇦🇷	flag: Argentina	flag: argentina flags	6.0
🇦🇸	flag: American Samoa	flag: american samoa american_samoa flags	6.0
🇦🇹	flag: Austria	flag: austria flags	6.0
🇦🇺	flag: Australia	flag: australia flags	6.0
🇦🇼	flag: Aruba	flag: aruba flags	6.0
🇦🇽	flag: Åland Islands	flag: åland islands aland aland_islands flags	6.0
🇦🇿	flag: Azerbaijan	flag: azerbaijan flags	6.0
🇧🇦	flag: Bosnia & Herzegovina	flag: bosnia & herzegovina bosnia_herzegovina flags	6.0
🇧🇧	flag: Barbados	flag: barbados flags	6.0
🇧🇩	flag: Bangladesh	flag: bangladesh flags	6.0
🇧🇪	flag: Belgium	flag: belgium flags	6.0
🇧🇫	flag: Burkina Faso	flag: burkina faso burkina_faso flags	6.0
🇧🇬	flag: Bulgaria	flag: bulgaria flags	6.0
🇧🇭	flag: Bahrain	flag: bahrain flags	6.0
🇧🇮	flag: Burundi	flag: burundi flags	6.0
🇧🇯	flag: Benin	flag: benin flags	6.0
🇧🇱	flag: St. Barthélemy	flag: st. barthélemy st barthelemy st_barthelemy flags	6.0
🇧🇲	flag: Bermuda	flag: bermuda flags	6.0
🇧🇳	flag: Brunei	flag: brunei flags	6.0
🇧🇴	flag: Bolivia	flag: bolivia flags	6.0
🇧🇶	flag: Caribbean Netherlands	flag: caribbean netherlands caribbean_netherlands flags	6.0
🇧🇷	flag: Brazil	flag: brazil flags	6.0
🇧🇸	flag: Bahamas	flag: bahamas flags	6.0
🇧🇹	flag: Bhutan	flag: bhutan flags	6.0
🇧🇻	flag: Bouvet Island	flag: bouvet island bouvet_island flags	11.0
🇧🇼	flag: Botswana	flag: botswana flags	6.0
🇧🇾	flag: Belarus	flag: belarus flags	6.0
🇧🇿	flag: Belize	flag: belize flags	6.0
🇨🇦	flag: Canada	flag: canada flags	6.0
🇨🇨	flag: Cocos (Keeling) Islands	flag: cocos (keeling) islands cocos_islands keeling flags	6.0
🇨🇩	flag: Congo - Kinshasa	flag: congo kinshasa congo_kinshasa flags	6.0
🇨🇫	flag: Central African Republic	flag: central african republic central_african_republic flags	6.0
🇨🇬	flag: Congo - Brazzaville	flag: congo brazzaville congo_brazzaville flags	6.0
🇨🇭	flag: Switzerland	flag: switzerland flags	6.0
🇨🇮	flag: Côte d’Ivoire	flag: côte d’ivoire cote divoire cote_divoire ivory flags	6.0
🇨🇰	flag: Cook Islands	flag: cook islands cook_islands flags	6.0
🇨🇱	flag: Chile	flag: chile flags	6.0
🇨🇲	flag: Cameroon	flag: cameroon flags	6.0
🇨🇳	flag: China	flag: china cn flags	6.0
🇨🇴	flag: Colombia	flag: colombia flags	6.0
🇨🇵	flag: Clipperton Island	flag: clipperton island clipperton_island flags	11.0
🇨🇷	flag: Costa Rica	flag: costa rica costa_rica flags	6.0
🇨🇺	flag: Cuba	flag: cuba flags	6.0
🇨🇻	flag: Cape Verde	flag: cape verde cape_verde flags	6.0
🇨🇼	flag: Curaçao	flag: curaçao curacao flags	6.0
🇨🇽	flag: Christmas Island	flag: christmas island christmas_island flags	6.0
🇨🇾	flag: Cyprus	flag: cyprus flags	6.0
🇨🇿	flag: Czechia	flag: czechia czech republic czech_republic flags	6.0
🇩🇪	flag: Germany	flag: germany de flag flags	6.0
🇩🇬	flag: Diego Garcia	flag: diego garcia diego_garcia flags	11.0
🇩🇯	flag: Djibouti	flag: djibouti flags	6.0
🇩🇰	flag: Denmark	flag: denmark flags	6.0
🇩🇲	flag: Dominica	flag: dominica flags	6.0
🇩🇴	flag: Dominican Republic	flag: dominican republic dominican_republic flags	6.0
🇩🇿	flag: Algeria	flag: algeria flags	6.0
🇪🇦	flag: Ceuta & Melilla	flag: ceuta & melilla ceuta_melilla flags	11.0
🇪🇨	flag: Ecuador	flag: ecuador flags	6.0
🇪🇪	flag: Estonia	flag: estonia flags	6.0
🇪🇬	flag: Egypt	flag: egypt flags	6.0
🇪🇭	flag: Western Sahara	flag: western sahara western_sahara flags	6.0
🇪🇷	flag: Eritrea	flag: eritrea flags	6.0
🇪🇸	flag: Spain	flag: spain es flags	6.0
🇪🇹	flag: Ethiopia	flag: ethiopia flags	6.0
🇪🇺	flag: European Union	flag: european union eu european_union flags	6.0
🇫🇮	flag: Finland	flag: finland flags	6.0
🇫🇯	flag: Fiji	flag: fiji flags	6.0
🇫🇰	flag: Falkland Islands	flag: falkland islands falkland_islands flags	6.0
🇫🇲	flag: Micronesia	flag: micronesia flags	6.0
🇫🇴	flag: Faroe Islands	flag: faroe islands faroe_islands flags	6.0
🇫🇷	flag: France	flag: france fr french flags	6.0
🇬🇦	flag: Gabon	flag: gabon flags	6.0
🇬🇧	flag: United Kingdom	flag: united kingdom gb uk flag british flags	6.0
🇬🇩	flag: Grenada	flag: grenada flags	6.0
🇬🇪	flag: Georgia	flag: georgia flags	6.0
🇬🇫	flag: French Guiana	flag: french guiana french_guiana flags	6.0
🇬🇬	flag: Guernsey	flag: guernsey flags	6.0
🇬🇭	flag: Ghana	flag: ghana flags	6.0
🇬🇮	flag: Gibraltar	flag: gibraltar flags	6.0
🇬🇱	flag: Greenland	flag: greenland flags	6.0
🇬🇲	flag: Gambia	flag: gambia flags	6.0
🇬🇳	flag: Guinea	flag: guinea flags	6.0
🇬🇵	flag: Guadeloupe	flag: guadeloupe flags	6.0
🇬🇶	flag: Equatorial Guinea	flag: equatorial guinea equatorial_guinea flags	6.0
🇬🇷	flag: Greece	flag: greece flags	6.0
🇬🇸	flag: South Georgia & South Sandwich Islands	flag: south georgia & sandwich islands south_georgia_south_sandwich_islands flags	6.0
🇬🇹	flag: Guatemala	flag: guatemala flags	6.0
🇬🇺	flag: Guam	flag: guam flags	6.0
🇬🇼	flag: Guinea-Bissau	flag: guinea bissau guinea_bissau flags	6.0
🇬🇾	flag: Guyana	flag: guyana flags	6.0
🇭🇰	flag: Hong Kong SAR China	flag: hong kong sar china hong_kong flags	6.0
🇭🇲	flag: Heard & McDonald Islands	flag: heard & mcdonald islands heard_mcdonald_islands flags	11.0
🇭🇳	flag: Honduras	flag: honduras flags	6.0
🇭🇷	flag: Croatia	flag: croatia flags	6.0
🇭🇹	flag: Haiti	flag: haiti flags	6.0
🇭🇺	flag: Hungary	flag: hungary flags	6.0
🇮🇨	flag: Canary Islands	flag: canary islands canary_islands flags	6.0
🇮🇩	flag: Indonesia	flag: indonesia flags	6.0
🇮🇪	flag: Ireland	flag: ireland flags	6.0
🇮🇱	flag: Israel	flag: israel flags	6.0
🇮🇲	flag: Isle of Man	flag: isle of man isle_of_man flags	6.0
🇮🇳	flag: India	flag: india flags	6.0
🇮🇴	flag: British Indian Ocean Territory	flag: british indian ocean territory british_indian_ocean_territory flags	6.0
🇮🇶	flag: Iraq	flag: iraq flags	6.0
🇮🇷	flag: Iran	flag: iran flags	6.0
🇮🇸	flag: Iceland	flag: iceland flags	6.0
🇮🇹	flag: Italy	flag: italy it flags	6.0
🇯🇪	flag: Jersey	flag: jersey flags	6.0
🇯🇲	flag: Jamaica	flag: jamaica flags	6.0
🇯🇴	flag: Jordan	flag: jordan flags	6.0
🇯🇵	flag: Japan	flag: japan jp flags	6.0
🇰🇪	flag: Kenya	flag: kenya flags	6.0
🇰🇬	flag: Kyrgyzstan	flag: kyrgyzstan flags	6.0
🇰🇭	flag: Cambodia	flag: cambodia flags	6.0
🇰🇮	flag: Kiribati	flag: kiribati flags	6.0
🇰🇲	flag: Comoros	flag: comoros flags	6.0
🇰🇳	flag: St. Kitts & Nevis	flag: st. kitts & nevis st st_kitts_nevis flags	6.0
🇰🇵	flag: North Korea	flag: north korea north_korea flags	6.0
🇰🇷	flag: South Korea	flag: south korea kr flags	6.0
🇰🇼	flag: Kuwait	flag: kuwait flags	6.0
🇰🇾	flag: Cayman Islands	flag: cayman islands cayman_islands flags	6.0
🇰🇿	flag: Kazakhstan	flag: kazakhstan flags	6.0
🇱🇦	flag: Laos	flag: laos flags	6.0
🇱🇧	flag: Lebanon	flag: lebanon flags	6.0
🇱🇨	flag: St. Lucia	flag: st. lucia st st_lucia flags	6.0
🇱🇮	flag: Liechtenstein	flag: liechtenstein flags	6.0
🇱🇰	flag: Sri Lanka	flag: sri lanka sri_lanka flags	6.0
🇱🇷	flag: Liberia	flag: liberia flags	6.0
🇱🇸	flag: Lesotho	flag: lesotho flags	6.0
🇱🇹	flag: Lithuania	flag: lithuania flags	6.0
🇱🇺	flag: Luxembourg	flag: luxembourg flags	6.0
🇱🇻	flag: Latvia	flag: latvia flags	6.0
🇱🇾	flag: Libya	flag: libya flags	6.0
🇲🇦	flag: Morocco	flag: morocco flags	6.0
🇲🇨	flag: Monaco	flag: monaco flags	6.0
🇲🇩	flag: Moldova	flag: moldova flags	6.0
🇲🇪	flag: Montenegro	flag: montenegro flags	6.0
🇲🇫	flag: St. Martin	flag: st. martin st st_martin flags	11.0
🇲🇬	flag: Madagascar	flag: madagascar flags	6.0
🇲🇭	flag: Marshall Islands	flag: marshall islands marshall_islands flags	6.0
🇲🇰	flag: North Macedonia	flag: north macedonia flags	6.0
🇲🇱	flag: Mali	flag: mali flags	6.0
🇲🇲	flag: Myanmar (Burma)	flag: myanmar (burma) burma flags	6.0
🇲🇳	flag: Mongolia	flag: mongolia flags	6.0
🇲🇴	flag: Macao SAR China	flag: macao sar china macau flags	6.0
🇲🇵	flag: Northern Mariana Islands	flag: northern mariana islands northern_mariana_islands flags	6.0
🇲🇶	flag: Martinique	flag: martinique flags	6.0
🇲🇷	flag: Mauritania	flag: mauritania flags	6.0
🇲🇸	flag: Montserrat	flag: montserrat flags	6.0
🇲🇹	flag: Malta	flag: malta flags	6.0
🇲🇺	flag: Mauritius	flag: mauritius flags	6.0
🇲🇻	flag: Maldives	flag: maldives flags	6.0
🇲🇼	flag: Malawi	flag: malawi flags	6.0
🇲🇽	flag: Mexico	flag: mexico flags	6.0
🇲🇾	flag: Malaysia	flag: malaysia flags	6.0
🇲🇿	flag: Mozambique	flag: mozambique flags	6.0
🇳🇦	flag: Namibia	flag: namibia flags	6.0
🇳🇨	flag: New Caledonia	flag: new caledonia new_caledonia flags	6.0
🇳🇪	flag: Niger	flag: niger flags	6.0
🇳🇫	flag: Norfolk Island	flag: norfolk island norfolk_island flags	6.0
🇳🇬	flag: Nigeria	flag: nigeria flags	6.0
🇳🇮	flag: Nicaragua	flag: nicaragua flags	6.0
🇳🇱	flag: Netherlands	flag: netherlands flags	6.0
🇳🇴	flag: Norway	flag: norway flags	6.0
🇳🇵	flag: Nepal	flag: nepal flags	6.0
🇳🇷	flag: Nauru	flag: nauru flags	6.0
🇳🇺	flag: Niue	flag: niue flags	6.0
🇳🇿	flag: New Zealand	flag: new zealand new_zealand flags	6.0
🇴🇲	flag: Oman	flag: oman flags	6.0
🇵🇦	flag: Panama	flag: panama flags	6.0
🇵🇪	flag: Peru	flag: peru flags	6.0
🇵🇫	flag: French Polynesia	flag: french polynesia french_polynesia flags	6.0
🇵🇬	flag: Papua New Guinea	flag: papua new guinea papua_new_guinea flags	6.0
🇵🇭	flag: Philippines	flag: philippines flags	6.0
🇵🇰	flag: Pakistan	flag: pakistan flags	6.0
🇵🇱	flag: Poland	flag: poland flags	6.0
🇵🇲	flag: St. Pierre & Miquelon	flag: st. pierre & miquelon st st_pierre_miquelon flags	6.0
🇵🇳	flag: Pitcairn Islands	flag: pitcairn islands pitcairn_islands flags	6.0
🇵🇷	flag: Puerto Rico	flag: puerto rico puerto_rico flags	6.0
🇵🇸	flag: Palestinian Territories	flag: palestinian territories palestinian_territories flags	6.0
🇵🇹	flag: Portugal	flag: portugal flags	6.0
🇵🇼	flag: Palau	flag: palau flags	6.0
🇵🇾	flag: Paraguay	flag: paraguay flags	6.0
🇶🇦	flag: Qatar	flag: qatar flags	6.0
🇷🇪	flag: Réunion	flag: réunion reunion flags	6.0
🇷🇴	flag: Romania	flag: romania flags	6.0
🇷🇸	flag: Serbia	flag: serbia flags	6.0
🇷🇺	flag: Russia	flag: russia ru flags	6.0
🇷🇼	flag: Rwanda	flag: rwanda flags	6.0
🇸🇦	flag: Saudi Arabia	flag: saudi arabia saudi_arabia flags	6.0
🇸🇧	flag: Solomon Islands	flag: solomon islands solomon_islands flags	6.0
🇸🇨	flag: Seychelles	flag: seychelles flags	6.0
🇸🇩	flag: Sudan	flag: sudan flags	6.0
🇸🇪	flag: Sweden	flag: sweden flags	6.0
🇸🇬	flag: Singapore	flag: singapore flags	6.0
🇸🇭	flag: St. Helena	flag: st. helena st st_helena flags	6.0
🇸🇮	flag: Slovenia	flag: slovenia flags	6.0
🇸🇯	flag: Svalbard & Jan Mayen	flag: svalbard & jan mayen svalbard_jan_mayen flags	11.0
🇸🇰	flag: Slovakia	flag: slovakia flags	6.0
🇸🇱	flag: Sierra Leone	flag: sierra leone sierra_leone flags	6.0
🇸🇲	flag: San Marino	flag: san marino san_marino flags	6.0
🇸🇳	flag: Senegal	flag: senegal flags	6.0
🇸🇴	flag: Somalia	flag: somalia flags	6.0
🇸🇷	flag: Suriname	flag: suriname flags	6.0
🇸🇸	flag: South Sudan	flag: south sudan south_sudan flags	6.0
🇸🇹	flag: São Tomé & Príncipe	flag: são tomé & príncipe sao tome principe sao_tome_principe flags	6.0
🇸🇻	flag: El Salvador	flag: el salvador el_salvador flags	6.0
🇸🇽	flag: Sint Maarten	flag: sint maarten sint_maarten flags	6.0
🇸🇾	flag: Syria	flag: syria flags	6.0
🇸🇿	flag: Eswatini	flag: eswatini swaziland flags	6.0
🇹🇦	flag: Tristan da Cunha	flag: tristan da cunha tristan_da_cunha flags	11.0
🇹🇨	flag: Turks & Caicos Islands	flag: turks & caicos islands turks_caicos_islands flags	6.0
🇹🇩	flag: Chad	flag: chad flags	6.0
🇹🇫	flag: French Southern Territories	flag: french southern territories french_southern_territories flags	6.0
🇹🇬	flag: Togo	flag: togo flags	6.0
🇹🇭	flag: Thailand	flag: thailand flags	6.0
🇹🇯	flag: Tajikistan	flag: tajikistan flags	6.0
🇹🇰	flag: Tokelau	flag: tokelau flags	6.0
🇹🇱	flag: Timor-Leste	flag: timor leste timor_leste flags	6.0
🇹🇲	flag: Turkmenistan	flag: turkmenistan flags	6.0
🇹🇳	flag: Tunisia	flag: tunisia flags	6.0
🇹🇴	flag: Tonga	flag: tonga flags	6.0
🇹🇷	flag: Turkey	flag: turkey tr flags	8.0
🇹🇹	flag: Trinidad & Tobago	flag: trinidad & tobago trinidad_tobago flags	6.0
🇹🇻	flag: Tuvalu	flag: tuvalu flags	6.0
🇹🇼	flag: Taiwan	flag: taiwan flags	6.0
🇹🇿	flag: Tanzania	flag: tanzania flags	6.0
🇺🇦	flag: Ukraine	flag: ukraine flags	6.0
🇺🇬	flag: Uganda	flag: uganda flags	6.0
🇺🇲	flag: U.S. Outlying Islands	flag: u.s. outlying islands us us_outlying_islands flags	11.0
🇺🇳	flag: United Nations	flag: united nations united_nations flags	11.0
🇺🇸	flag: United States	flag: united states us flag america flags	6.0
🇺🇾	flag: Uruguay	flag: uruguay flags	6.0
🇺🇿	flag: Uzbekistan	flag: uzbekistan flags	6.0
🇻🇦	flag: Vatican City	flag: vatican city vatican_city flags	6.0
🇻🇨	flag: St. Vincent & Grenadines	flag: st. vincent & grenadines st st_vincent_grenadines flags	6.0
🇻🇪	flag: Venezuela	flag: venezuela flags	6.0
🇻🇬	flag: British Virgin Islands	flag: british virgin islands british_virgin_islands flags	6.0
🇻🇮	flag: U.S. Virgin Islands	flag: u.s. virgin islands us us_virgin_islands flags	6.0
🇻🇳	flag: Vietnam	flag: vietnam flags	6.0
🇻🇺	flag: Vanuatu	flag: vanuatu flags	6.0
🇼🇫	flag: Wallis & Futuna	flag: wallis & futuna wallis_futuna flags	6.0
🇼🇸	flag: Samoa	flag: samoa flags	6.0
🇽🇰	flag: Kosovo	flag: kosovo flags	6.0
🇾🇪	flag: Yemen	flag: yemen flags	6.0
🇾🇹	flag: Mayotte	flag: mayotte flags	6.0
🇿🇦	flag: South Africa	flag: south africa south_africa flags	6.0
🇿🇲	flag: Zambia	flag: zambia flags	6.0
🇿🇼	flag: Zimbabwe	flag: zimbabwe flags	6.0
🏴󠁧󠁢󠁥󠁮󠁧󠁿	flag: England	flag: england flags	11.0
🏴󠁧󠁢󠁳󠁣󠁴󠁿	flag: Scotland	flag: scotland flags	11.0
🏴󠁧󠁢󠁷󠁬󠁳󠁿	flag: Wales	flag: wales flags	11.0
